"Customer","Sales Order ID","ShipDate","Product","Sales","Quantity"
"Gebbie Press","SO63177",2013-02-08,"AWC Logo Cap",21.58,4
"Ferrari","SO63233",2013-02-08,"AWC Logo Cap",21.58,4
"Dan River Mills, Inc.","SO63252",2013-02-08,"AWC Logo Cap",21.58,4
"Onestar","SO63283",2013-02-08,"AWC Logo Cap",21.58,4
"Ferst","SO63201",2013-02-08,"AWC Logo Cap",21.58,4
"Del Monte Corporation","SO63170",2013-02-08,"AWC Logo Cap",21.58,4
"Vector USA","SO63216",2013-02-08,"AWC Logo Cap",26.97,5
"Panasonic","SO63171",2013-02-08,"AWC Logo Cap",26.97,5
"We Find It 4 U","SO63291",2013-02-08,"AWC Logo Cap",26.97,5
"Litton","SO63132",2013-02-08,"AWC Logo Cap",32.36,6
"High  Logistics (HTL)","SO63223",2013-02-08,"AWC Logo Cap",32.36,6
"Helios","SO63157",2013-02-08,"AWC Logo Cap",32.36,6
"LiveWire BBS and   Favourite Links","SO63181",2013-02-08,"AWC Logo Cap",32.36,6
"YourFuture","SO63179",2013-02-08,"AWC Logo Cap",37.76,7
"PageWeavers","SO63141",2013-02-08,"AWC Logo Cap",43.15,8
"iBEAM","SO63219",2013-02-08,"AWC Logo Cap",43.15,8
"Caribian Specialties","SO63214",2013-02-08,"AWC Logo Cap",48.55,9
"Jacquelyn, Dominguez","SO63400",2013-02-09,"AWC Logo Cap",8.99,1
"Ann, Mehta","SO63366",2013-02-09,"AWC Logo Cap",8.99,1
"Hunter, Campbell","SO63401",2013-02-09,"AWC Logo Cap",8.99,1
"Nancy, Arun","SO63408",2013-02-09,"AWC Logo Cap",8.99,1
"Brandy, Patel","SO63398",2013-02-09,"AWC Logo Cap",8.99,1
"Devin, Jenkins","SO63395",2013-02-09,"AWC Logo Cap",8.99,1
"Erica, Zhu","SO63407",2013-02-09,"AWC Logo Cap",8.99,1
"Ramon, Zheng","SO63417",2013-02-09,"AWC Logo Cap",8.99,1
"Caleb, King","SO63380",2013-02-09,"AWC Logo Cap",8.99,1
"Sydney, Carter","SO63449",2013-02-10,"AWC Logo Cap",8.99,1
"Grace, Cox","SO63470",2013-02-10,"AWC Logo Cap",8.99,1
"Ashley, Perry","SO63473",2013-02-10,"AWC Logo Cap",8.99,1
"Samuel, Lewis","SO63452",2013-02-10,"AWC Logo Cap",8.99,1
"Ricky, Navarro","SO63495",2013-02-10,"AWC Logo Cap",8.99,1
"Michael, Moore","SO63425",2013-02-10,"AWC Logo Cap",8.99,1
"Mallory, Vazquez","SO63436",2013-02-10,"AWC Logo Cap",8.99,1
"Natalie, Torres","SO63447",2013-02-10,"AWC Logo Cap",8.99,1
"Samuel, Butler","SO63490",2013-02-10,"AWC Logo Cap",8.99,1
"Steve, Ma","SO63462",2013-02-10,"AWC Logo Cap",8.99,1
"Gilbert, Li","SO63476",2013-02-10,"AWC Logo Cap",8.99,1
"Austin, Griffin","SO63507",2013-02-11,"AWC Logo Cap",8.99,1
"Kurt, Goel","SO63528",2013-02-11,"AWC Logo Cap",8.99,1
"Ronald, Kapoor","SO63505",2013-02-11,"AWC Logo Cap",8.99,1
"Connor, King","SO63540",2013-02-11,"AWC Logo Cap",8.99,1
"Mathew, Blanco","SO63595",2013-02-12,"AWC Logo Cap",8.99,1
"Franklin, Zhang","SO63593",2013-02-12,"AWC Logo Cap",8.99,1
"Arthur, Chandra","SO63605",2013-02-12,"AWC Logo Cap",8.99,1
"Jade, Ward","SO63575",2013-02-12,"AWC Logo Cap",8.99,1
"Barry, Suri","SO63555",2013-02-12,"AWC Logo Cap",8.99,1
"Dawn, Chen","SO63561",2013-02-12,"AWC Logo Cap",8.99,1
"Jose, Washington","SO63616",2013-02-12,"AWC Logo Cap",8.99,1
"Luis, Perry","SO63574",2013-02-12,"AWC Logo Cap",8.99,1
"Marcus, Scott","SO63613",2013-02-12,"AWC Logo Cap",8.99,1
"Ana, Coleman","SO63610",2013-02-12,"AWC Logo Cap",8.99,1
"Gloria, Martin","SO63660",2013-02-13,"AWC Logo Cap",8.99,1
"Troy, Fernandez","SO63666",2013-02-13,"AWC Logo Cap",8.99,1
"Sebastian, Cooper","SO63649",2013-02-13,"AWC Logo Cap",8.99,1
"Yolanda, Kumar","SO63628",2013-02-13,"AWC Logo Cap",8.99,1
"Wyatt, Davis","SO63642",2013-02-13,"AWC Logo Cap",8.99,1
"Marty, Simpson","SO63683",2013-02-13,"AWC Logo Cap",8.99,1
"Vincent, Ma","SO63682",2013-02-13,"AWC Logo Cap",8.99,1
"Armando, Suarez","SO63658",2013-02-13,"AWC Logo Cap",8.99,1
"Noah, Griffin","SO63626",2013-02-13,"AWC Logo Cap",8.99,1
"Kathryn, Chapman","SO63750",2013-02-14,"AWC Logo Cap",8.99,1
"Alan, Guo","SO63704",2013-02-14,"AWC Logo Cap",8.99,1
"Kaylee, Mitchell","SO63709",2013-02-14,"AWC Logo Cap",8.99,1
"Aidan, Bryant","SO63728",2013-02-14,"AWC Logo Cap",8.99,1
"Christy, Luo","SO63700",2013-02-14,"AWC Logo Cap",8.99,1
"Brittany, Long","SO63744",2013-02-14,"AWC Logo Cap",8.99,1
"Natalie, Smith","SO63745",2013-02-14,"AWC Logo Cap",8.99,1
"Joanna, Ortega","SO63733",2013-02-14,"AWC Logo Cap",8.99,1
"Savannah, Watson","SO63711",2013-02-14,"AWC Logo Cap",8.99,1
"Alexandra, Cooper","SO63714",2013-02-14,"AWC Logo Cap",8.99,1
"Heidi, Arun","SO63695",2013-02-14,"AWC Logo Cap",8.99,1
"Pamela, Subram","SO63767",2013-02-15,"AWC Logo Cap",8.99,1
"Corey, Kumar","SO63795",2013-02-15,"AWC Logo Cap",8.99,1
"Dennis, Zhou","SO63768",2013-02-15,"AWC Logo Cap",8.99,1
"Punya, Palit","SO63810",2013-02-15,"AWC Logo Cap",8.99,1
"Isabella, Garcia","SO63780",2013-02-15,"AWC Logo Cap",8.99,1
"Kaitlyn, Phillips","SO63779",2013-02-15,"AWC Logo Cap",8.99,1
"Lindsey, Chande","SO63781",2013-02-15,"AWC Logo Cap",8.99,1
"Logan, Roberts","SO63778",2013-02-15,"AWC Logo Cap",8.99,1
"César, Raman","SO63796",2013-02-15,"AWC Logo Cap",8.99,1
"Alison, Yuan","SO63786",2013-02-15,"AWC Logo Cap",8.99,1
"Dalton, Watson","SO63804",2013-02-15,"AWC Logo Cap",8.99,1
"Jordan, Jai","SO63772",2013-02-15,"AWC Logo Cap",8.99,1
"Robin, Navarro","SO63794",2013-02-15,"AWC Logo Cap",8.99,1
"Dustin, Goldstein","SO63879",2013-02-16,"AWC Logo Cap",8.99,1
"Shaun, Sharma","SO63832",2013-02-16,"AWC Logo Cap",8.99,1
"Toni, Raman","SO63855",2013-02-16,"AWC Logo Cap",8.99,1
"Cassandra, Mehta","SO63826",2013-02-16,"AWC Logo Cap",8.99,1
"Edward, Foster","SO63921",2013-02-17,"AWC Logo Cap",8.99,1
"Bailey, Hall","SO63902",2013-02-17,"AWC Logo Cap",8.99,1
"Xavier, Stewart","SO63941",2013-02-17,"AWC Logo Cap",8.99,1
"Tamara, Yuan","SO63936",2013-02-17,"AWC Logo Cap",8.99,1
"Audrey, Munoz","SO63995",2013-02-18,"AWC Logo Cap",8.99,1
"Micah, Xu","SO63958",2013-02-18,"AWC Logo Cap",8.99,1
"Amber, Hernandez","SO63978",2013-02-18,"AWC Logo Cap",8.99,1
"Veronica, Vance","SO63960",2013-02-18,"AWC Logo Cap",8.99,1
"Megan, Jenkins","SO64021",2013-02-19,"AWC Logo Cap",8.99,1
"Katherine, Kelly","SO64023",2013-02-19,"AWC Logo Cap",8.99,1
"Jerome, Suarez","SO63996",2013-02-19,"AWC Logo Cap",8.99,1
"Haley, Russell","SO64031",2013-02-19,"AWC Logo Cap",8.99,1
"Richard, Lee","SO64053",2013-02-19,"AWC Logo Cap",8.99,1
"Lacey, Chande","SO64029",2013-02-19,"AWC Logo Cap",8.99,1
"Regina, Sara","SO64034",2013-02-19,"AWC Logo Cap",8.99,1
"Oscar, Russell","SO64087",2013-02-20,"AWC Logo Cap",8.99,1
"Jennifer, Wilson","SO64090",2013-02-20,"AWC Logo Cap",8.99,1
"Scott, Seely","SO64072",2013-02-20,"AWC Logo Cap",8.99,1
"Wayne, Lal","SO64070",2013-02-20,"AWC Logo Cap",8.99,1
"Stacey, Zeng","SO64064",2013-02-20,"AWC Logo Cap",8.99,1
"Bridget, Andersen","SO64069",2013-02-20,"AWC Logo Cap",8.99,1
"Meagan, Mehta","SO64095",2013-02-20,"AWC Logo Cap",8.99,1
"Ernest, Liang","SO64103",2013-02-20,"AWC Logo Cap",8.99,1
"Todd, Zheng","SO64140",2013-02-21,"AWC Logo Cap",8.99,1
"Jenny, Becker","SO64120",2013-02-21,"AWC Logo Cap",8.99,1
"Evelyn, Sai","SO64117",2013-02-21,"AWC Logo Cap",8.99,1
"Jermaine, Sara","SO64115",2013-02-21,"AWC Logo Cap",8.99,1
"Andrea, Cooper","SO64138",2013-02-21,"AWC Logo Cap",8.99,1
"Kristina, Kapoor","SO64229",2013-02-22,"AWC Logo Cap",8.99,1
"Sara, Hernandez","SO64215",2013-02-22,"AWC Logo Cap",8.99,1
"Trisha, Guo","SO64182",2013-02-22,"AWC Logo Cap",8.99,1
"Nicolas, Yuan","SO64200",2013-02-22,"AWC Logo Cap",8.99,1
"Katelyn, Bell","SO64207",2013-02-22,"AWC Logo Cap",8.99,1
"Luke, Jenkins","SO64232",2013-02-22,"AWC Logo Cap",8.99,1
"Candace, Subram","SO64224",2013-02-22,"AWC Logo Cap",8.99,1
"Alejandro, Kumar","SO64295",2013-02-23,"AWC Logo Cap",8.99,1
"Angel, Lopez","SO64264",2013-02-23,"AWC Logo Cap",8.99,1
"Warren, Xu","SO64286",2013-02-23,"AWC Logo Cap",8.99,1
"Nancy, Chapman","SO64317",2013-02-24,"AWC Logo Cap",8.99,1
"Brandy, Chandra","SO64313",2013-02-24,"AWC Logo Cap",8.99,1
"Antonio, Barnes","SO64327",2013-02-24,"AWC Logo Cap",8.99,1
"Caleb, Parker","SO64329",2013-02-24,"AWC Logo Cap",8.99,1
"Rachel, Rivera","SO64326",2013-02-24,"AWC Logo Cap",8.99,1
"Willie, Pal","SO64388",2013-02-25,"AWC Logo Cap",8.99,1
"Mandy, Gao","SO64430",2013-02-25,"AWC Logo Cap",8.99,1
"Cynthia, Mehta","SO64419",2013-02-25,"AWC Logo Cap",8.99,1
"Derrick, Diaz","SO64387",2013-02-25,"AWC Logo Cap",8.99,1
"Shawn, Deng","SO64415",2013-02-25,"AWC Logo Cap",8.99,1
"James, Li","SO64446",2013-02-25,"AWC Logo Cap",8.99,1
"Shannon, Cai","SO64382",2013-02-25,"AWC Logo Cap",8.99,1
"Isabella, Simmons","SO64470",2013-02-26,"AWC Logo Cap",8.99,1
"Kristi, Alvarez","SO64488",2013-02-26,"AWC Logo Cap",8.99,1
"Marco, Prasad","SO64457",2013-02-26,"AWC Logo Cap",8.99,1
"Krista, Jimenez","SO64465",2013-02-26,"AWC Logo Cap",8.99,1
"Jacqueline, Ross","SO64483",2013-02-26,"AWC Logo Cap",8.99,1
"Jesse, Parker","SO64513",2013-02-26,"AWC Logo Cap",8.99,1
"Monique, Munoz","SO64509",2013-02-26,"AWC Logo Cap",8.99,1
"Francisco, Raman","SO64489",2013-02-26,"AWC Logo Cap",8.99,1
"Alisha, Holt","SO64460",2013-02-26,"AWC Logo Cap",8.99,1
"Lisa, Cai","SO64592",2013-02-27,"AWC Logo Cap",8.99,1
"Lance, Gutierrez","SO64581",2013-02-27,"AWC Logo Cap",8.99,1
"Stacey, Li","SO64600",2013-02-27,"AWC Logo Cap",8.99,1
"Philip, Dominguez","SO64525",2013-02-27,"AWC Logo Cap",8.99,1
"Caroline, Diaz","SO64569",2013-02-27,"AWC Logo Cap",8.99,1
"Emily, Ross","SO64583",2013-02-27,"AWC Logo Cap",8.99,1
"Blake, Russell","SO64606",2013-02-27,"AWC Logo Cap",8.99,1
"Roy, Arun","SO64570",2013-02-27,"AWC Logo Cap",8.99,1
"Andres, Sharma","SO64530",2013-02-27,"AWC Logo Cap",8.99,1
"Marco, Fernandez","SO64522",2013-02-27,"AWC Logo Cap",8.99,1
"April, Shan","SO64645",2013-02-28,"AWC Logo Cap",8.99,1
"Melanie, Cox","SO64640",2013-02-28,"AWC Logo Cap",8.99,1
"Nelson, Ortega","SO64657",2013-02-28,"AWC Logo Cap",8.99,1
"Sarah, Diaz","SO64671",2013-02-28,"AWC Logo Cap",8.99,1
"Alexis, Taylor","SO64637",2013-02-28,"AWC Logo Cap",8.99,1
"Amy, Ye","SO64686",2013-03-01,"AWC Logo Cap",8.99,1
"Samuel, Russell","SO64698",2013-03-01,"AWC Logo Cap",8.99,1
"Julio, Suarez","SO64714",2013-03-01,"AWC Logo Cap",8.99,1
"Dylan, Martinez","SO64723",2013-03-01,"AWC Logo Cap",8.99,1
"Whitney, Malhotra","SO64681",2013-03-01,"AWC Logo Cap",8.99,1
"Susan, Zhou","SO64733",2013-03-02,"AWC Logo Cap",8.99,1
"Anthony, Lewis","SO64751",2013-03-02,"AWC Logo Cap",8.99,1
"Molly, Mehta","SO64781",2013-03-02,"AWC Logo Cap",8.99,1
"Henry, Chapman","SO64833",2013-03-03,"AWC Logo Cap",8.99,1
"Jillian, Arthur","SO64832",2013-03-03,"AWC Logo Cap",8.99,1
"Nancy, Fernandez","SO64794",2013-03-03,"AWC Logo Cap",8.99,1
"Latasha, Dominguez","SO64841",2013-03-03,"AWC Logo Cap",8.99,1
"Marcus, Flores","SO64820",2013-03-03,"AWC Logo Cap",8.99,1
"Hailey, Simmons","SO64798",2013-03-03,"AWC Logo Cap",8.99,1
"Luis, Wright","SO64818",2013-03-03,"AWC Logo Cap",8.99,1
"Eduardo, Long","SO64816",2013-03-03,"AWC Logo Cap",8.99,1
"Theresa, Navarro","SO64845",2013-03-03,"AWC Logo Cap",8.99,1
"Alvin, Lal","SO64848",2013-03-03,"AWC Logo Cap",8.99,1
"Damien, Rai","SO64811",2013-03-03,"AWC Logo Cap",8.99,1
"Timothy, Hill","SO64884",2013-03-04,"AWC Logo Cap",8.99,1
"Darryl, Lin","SO64859",2013-03-04,"AWC Logo Cap",8.99,1
"Tonya, Xu","SO64860",2013-03-04,"AWC Logo Cap",8.99,1
"Victoria, Cook","SO64854",2013-03-04,"AWC Logo Cap",8.99,1
"Tyler, Robinson","SO64890",2013-03-04,"AWC Logo Cap",8.99,1
"Audrey, Ramos","SO64947",2013-03-05,"AWC Logo Cap",8.99,1
"Cindy, Lewis","SO64897",2013-03-05,"AWC Logo Cap",8.99,1
"Adam, Li","SO64918",2013-03-05,"AWC Logo Cap",8.99,1
"Jake, Gao","SO64903",2013-03-05,"AWC Logo Cap",8.99,1
"Gerald, Perez","SO64932",2013-03-05,"AWC Logo Cap",8.99,1
"Jaime, Alonso","SO65004",2013-03-06,"AWC Logo Cap",8.99,1
"Richard, Watson","SO64978",2013-03-06,"AWC Logo Cap",8.99,1
"Lori, Rubio","SO64988",2013-03-06,"AWC Logo Cap",8.99,1
"Marc, Alvarez","SO64962",2013-03-06,"AWC Logo Cap",8.99,1
"Leslie, Suarez","SO64958",2013-03-06,"AWC Logo Cap",8.99,1
"Naomi, Ruiz","SO65006",2013-03-06,"AWC Logo Cap",8.99,1
"Sharon, Sharma","SO65007",2013-03-06,"AWC Logo Cap",8.99,1
"Cassandra, Raman","SO64956",2013-03-06,"AWC Logo Cap",8.99,1
"Eric, Young","SO65011",2013-03-06,"AWC Logo Cap",8.99,1
"Christy, Ye","SO65070",2013-03-07,"AWC Logo Cap",8.99,1
"Erik, Rubio","SO65031",2013-03-07,"AWC Logo Cap",8.99,1
"Troy, Srini","SO65033",2013-03-07,"AWC Logo Cap",8.99,1
"Zachary, Martinez","SO65034",2013-03-07,"AWC Logo Cap",8.99,1
"Ashley, Long","SO65073",2013-03-07,"AWC Logo Cap",8.99,1
"Jeremy, Wilson","SO65043",2013-03-07,"AWC Logo Cap",8.99,1
"Tyrone, Serrano","SO65150",2013-03-08,"AWC Logo Cap",8.99,1
"Martha, Gao","SO65128",2013-03-08,"AWC Logo Cap",8.99,1
"Erin, Rivera","SO65113",2013-03-08,"AWC Logo Cap",8.99,1
"Melody, Romero","SO65149",2013-03-08,"AWC Logo Cap",8.99,1
"Sabrina, Diaz","SO65095",2013-03-08,"AWC Logo Cap",8.99,1
"Trevor, Washington","SO65147",2013-03-08,"AWC Logo Cap",8.99,1
"Charles, Weisman","SO65145",2013-03-08,"AWC Logo Cap",8.99,1
"T.F.C.","SO65271",2013-03-09,"AWC Logo Cap",5.39,1
"Dayton Malleable Inc.","SO65252",2013-03-09,"AWC Logo Cap",5.39,1
"Alexandra, Collins","SO65330",2013-03-09,"AWC Logo Cap",8.99,1
"Blake, Parker","SO65348",2013-03-09,"AWC Logo Cap",8.99,1
"Connor, Evans","SO65344",2013-03-09,"AWC Logo Cap",8.99,1
"Marcus, Long","SO65352",2013-03-09,"AWC Logo Cap",8.99,1
"Sydney, Travers","SO65353",2013-03-09,"AWC Logo Cap",8.99,1
"Kristen, Chen","SO65333",2013-03-09,"AWC Logo Cap",8.99,1
"Marco, Rana","SO65332",2013-03-09,"AWC Logo Cap",8.99,1
"Big Picture Technologies","SO65228",2013-03-09,"AWC Logo Cap",10.79,2
"Filetron","SO65245",2013-03-09,"AWC Logo Cap",10.79,2
"Home Pages","SO65157",2013-03-09,"AWC Logo Cap",10.79,2
"Échange CAC Exchange","SO65310",2013-03-09,"AWC Logo Cap",16.18,3
"Big Planet","SO65234",2013-03-09,"AWC Logo Cap",16.18,3
"PADL","SO65195",2013-03-09,"AWC Logo Cap",16.18,3
"FiberPlex","SO65210",2013-03-09,"AWC Logo Cap",21.58,4
"Guarantee Mutual Life Company","SO65312",2013-03-09,"AWC Logo Cap",21.58,4
"Xyratex","SO65164",2013-03-09,"AWC Logo Cap",21.58,4
"Kensington  Group","SO65280",2013-03-09,"AWC Logo Cap",21.58,4
"ValiCert","SO65172",2013-03-09,"AWC Logo Cap",21.58,4
"AC&E","SO65236",2013-03-09,"AWC Logo Cap",26.97,5
"Sun Microsystems","SO65177",2013-03-09,"AWC Logo Cap",26.97,5
"A2Z Solutions","SO65174",2013-03-09,"AWC Logo Cap",26.97,5
"Acara","SO65238",2013-03-09,"AWC Logo Cap",32.36,6
"CAF Systemhaus","SO65207",2013-03-09,"AWC Logo Cap",32.36,6
"Helius","SO65160",2013-03-09,"AWC Logo Cap",37.76,7
"Koppers Company, Inc.","SO65221",2013-03-09,"AWC Logo Cap",37.76,7
"Venable","SO65189",2013-03-09,"AWC Logo Cap",37.76,7
"activeDesign","SO65158",2013-03-09,"AWC Logo Cap",37.76,7
"Target Marketing","SO65257",2013-03-09,"AWC Logo Cap",37.76,7
"Today","SO65250",2013-03-09,"AWC Logo Cap",37.76,7
"Boston and Albany Railroad Company","SO65303",2013-03-09,"AWC Logo Cap",43.15,8
"U.S. West","SO65226",2013-03-09,"AWC Logo Cap",48.55,9
"Teca-Print","SO65205",2013-03-09,"AWC Logo Cap",56.21,11
"High Country Access","SO65191",2013-03-09,"AWC Logo Cap",75.16,16
"Jermaine, Lopez","SO65451",2013-03-10,"AWC Logo Cap",8.99,1
"Brittany, Patterson","SO65406",2013-03-10,"AWC Logo Cap",8.99,1
"Timothy, Hernandez","SO65423",2013-03-10,"AWC Logo Cap",8.99,1
"Ian, Davis","SO65414",2013-03-10,"AWC Logo Cap",8.99,1
"Brad, Raje","SO65422",2013-03-10,"AWC Logo Cap",8.99,1
"Rafael, Raji","SO65435",2013-03-10,"AWC Logo Cap",8.99,1
"Ian, Watson","SO65397",2013-03-10,"AWC Logo Cap",8.99,1
"Donald, Gonzalez","SO65460",2013-03-11,"AWC Logo Cap",8.99,1
"Jan, Hall","SO65477",2013-03-11,"AWC Logo Cap",8.99,1
"Alejandro, Zeng","SO65455",2013-03-11,"AWC Logo Cap",8.99,1
"Mallory, Carlson","SO65480",2013-03-11,"AWC Logo Cap",8.99,1
"Jesse, Reed","SO65452",2013-03-11,"AWC Logo Cap",8.99,1
"Daniel, Davis","SO65520",2013-03-12,"AWC Logo Cap",8.99,1
"Lacey, Yuan","SO65560",2013-03-12,"AWC Logo Cap",8.99,1
"Carolyn, Martin","SO65532",2013-03-12,"AWC Logo Cap",8.99,1
"Philip, Hernandez","SO65543",2013-03-12,"AWC Logo Cap",8.99,1
"Aaron, Hughes","SO65550",2013-03-12,"AWC Logo Cap",8.99,1
"Krista, Ortega","SO65542",2013-03-12,"AWC Logo Cap",8.99,1
"Jay, Gonzalez","SO65615",2013-03-13,"AWC Logo Cap",8.99,1
"Abby, Raman","SO65610",2013-03-13,"AWC Logo Cap",8.99,1
"Adrienne, Sanz","SO65562",2013-03-13,"AWC Logo Cap",8.99,1
"Francis, Vazquez","SO65567",2013-03-13,"AWC Logo Cap",8.99,1
"Stacy, Ramos","SO65568",2013-03-13,"AWC Logo Cap",8.99,1
"Kaitlyn, Gonzales","SO65616",2013-03-13,"AWC Logo Cap",8.99,1
"Jared, Reed","SO65606",2013-03-13,"AWC Logo Cap",8.99,1
"Garrett, Ramirez","SO65676",2013-03-14,"AWC Logo Cap",8.99,1
"Willie, Zheng","SO65638",2013-03-14,"AWC Logo Cap",8.99,1
"Karla, Shen","SO65635",2013-03-14,"AWC Logo Cap",8.99,1
"Tabitha, Navarro","SO65679",2013-03-14,"AWC Logo Cap",8.99,1
"Kathleen, Vazquez","SO65682",2013-03-15,"AWC Logo Cap",8.99,1
"Jose, Jai","SO65694",2013-03-15,"AWC Logo Cap",8.99,1
"Emily, Smith","SO65701",2013-03-15,"AWC Logo Cap",8.99,1
"Brittany, Diaz","SO65700",2013-03-15,"AWC Logo Cap",8.99,1
"Stefanie, Fernandez","SO65742",2013-03-15,"AWC Logo Cap",8.99,1
"Corey, Pal","SO65687",2013-03-15,"AWC Logo Cap",8.99,1
"Kyle, Alexander","SO65690",2013-03-15,"AWC Logo Cap",8.99,1
"Bradley, Tang","SO65741",2013-03-15,"AWC Logo Cap",8.99,1
"Allen, Suri","SO65783",2013-03-16,"AWC Logo Cap",8.99,1
"Kelli, Xu","SO65762",2013-03-16,"AWC Logo Cap",8.99,1
"Melanie, Flores","SO65793",2013-03-16,"AWC Logo Cap",8.99,1
"Madison, Lee","SO65843",2013-03-17,"AWC Logo Cap",8.99,1
"Lacey, Cai","SO65848",2013-03-17,"AWC Logo Cap",8.99,1
"Patrick, Gray","SO65849",2013-03-17,"AWC Logo Cap",8.99,1
"Erika, Blanco","SO65813",2013-03-17,"AWC Logo Cap",8.99,1
"Tiffany, He","SO65832",2013-03-17,"AWC Logo Cap",8.99,1
"Benjamin, Lee","SO65829",2013-03-17,"AWC Logo Cap",8.99,1
"Noah, Diaz","SO65866",2013-03-17,"AWC Logo Cap",8.99,1
"Kelli, Zeng","SO65838",2013-03-17,"AWC Logo Cap",8.99,1
"Darryl, Zhou","SO65837",2013-03-17,"AWC Logo Cap",8.99,1
"Sheena, Lal","SO65810",2013-03-17,"AWC Logo Cap",8.99,1
"Arturo, Sun","SO65881",2013-03-18,"AWC Logo Cap",8.99,1
"Kristy, Vazquez","SO65911",2013-03-18,"AWC Logo Cap",8.99,1
"Aimee, Li","SO65937",2013-03-18,"AWC Logo Cap",8.99,1
"Edwin, Raje","SO65916",2013-03-18,"AWC Logo Cap",8.99,1
"Terry, Shen","SO65905",2013-03-18,"AWC Logo Cap",8.99,1
"Natalie, Miller","SO65944",2013-03-18,"AWC Logo Cap",8.99,1
"Jada, Morgan","SO65968",2013-03-19,"AWC Logo Cap",8.99,1
"Katie, Shan","SO65993",2013-03-19,"AWC Logo Cap",8.99,1
"Jenny, McDonald","SO65990",2013-03-19,"AWC Logo Cap",8.99,1
"Gabriel, Kumar","SO65959",2013-03-19,"AWC Logo Cap",8.99,1
"Jennifer, Washington","SO66012",2013-03-19,"AWC Logo Cap",8.99,1
"Lindsay, She","SO66014",2013-03-19,"AWC Logo Cap",8.99,1
"Zachary, Miller","SO66015",2013-03-20,"AWC Logo Cap",8.99,1
"Michael, Ruggiero","SO66047",2013-03-20,"AWC Logo Cap",8.99,1
"Richard, Flores","SO66066",2013-03-20,"AWC Logo Cap",8.99,1
"Jennifer, Simmons","SO66099",2013-03-21,"AWC Logo Cap",8.99,1
"Karla, Raji","SO66153",2013-03-21,"AWC Logo Cap",8.99,1
"Alicia, Andersen","SO66092",2013-03-21,"AWC Logo Cap",8.99,1
"Jonathan, Bryant","SO66116",2013-03-21,"AWC Logo Cap",8.99,1
"Ramon, Zhou","SO66118",2013-03-21,"AWC Logo Cap",8.99,1
"Jon, Alonso","SO66143",2013-03-21,"AWC Logo Cap",8.99,1
"Shannon, Dominguez","SO66149",2013-03-21,"AWC Logo Cap",8.99,1
"Kayla, Coleman","SO66155",2013-03-22,"AWC Logo Cap",8.99,1
"Nicole, James","SO66189",2013-03-22,"AWC Logo Cap",8.99,1
"Jaclyn, Zeng","SO66199",2013-03-22,"AWC Logo Cap",8.99,1
"Isabella, Hall","SO66154",2013-03-22,"AWC Logo Cap",8.99,1
"Andrea, Watson","SO66197",2013-03-22,"AWC Logo Cap",8.99,1
"Billy, Suarez","SO66209",2013-03-23,"AWC Logo Cap",8.99,1
"Emmanuel, Kapoor","SO66238",2013-03-23,"AWC Logo Cap",8.99,1
"Luis, Yang","SO66220",2013-03-23,"AWC Logo Cap",8.99,1
"Diana, Ramos","SO66247",2013-03-23,"AWC Logo Cap",8.99,1
"Nichole, Tang","SO66301",2013-03-24,"AWC Logo Cap",8.99,1
"Miguel, Diaz","SO66314",2013-03-24,"AWC Logo Cap",8.99,1
"Neil, Navarro","SO66290",2013-03-24,"AWC Logo Cap",8.99,1
"Sebastian, Torres","SO66303",2013-03-24,"AWC Logo Cap",8.99,1
"Carlos, Howard","SO66316",2013-03-24,"AWC Logo Cap",8.99,1
"Tanya, Moreno","SO66325",2013-03-25,"AWC Logo Cap",8.99,1
"Colleen, Luo","SO66319",2013-03-25,"AWC Logo Cap",8.99,1
"Jorge, Ye","SO66357",2013-03-25,"AWC Logo Cap",8.99,1
"Melody, Romero","SO66320",2013-03-25,"AWC Logo Cap",8.99,1
"Cedric, Tang","SO66347",2013-03-25,"AWC Logo Cap",8.99,1
"Katherine, Brown","SO66381",2013-03-26,"AWC Logo Cap",8.99,1
"Renee, Dominguez","SO66413",2013-03-26,"AWC Logo Cap",8.99,1
"Oscar, Blue","SO66428",2013-03-26,"AWC Logo Cap",8.99,1
"Jorge, Lin","SO66377",2013-03-26,"AWC Logo Cap",8.99,1
"Cheryl, Suarez","SO66427",2013-03-26,"AWC Logo Cap",8.99,1
"Jackson, Campbell","SO66483",2013-03-27,"AWC Logo Cap",8.99,1
"Devin, Carter","SO66474",2013-03-27,"AWC Logo Cap",8.99,1
"Wendy, Gutierrez","SO66475",2013-03-27,"AWC Logo Cap",8.99,1
"Hailey, Richardson","SO66478",2013-03-27,"AWC Logo Cap",8.99,1
"Jessica, Long","SO66462",2013-03-27,"AWC Logo Cap",8.99,1
"Marshall, Lin","SO66501",2013-03-27,"AWC Logo Cap",8.99,1
"Tristan, Diaz","SO66461",2013-03-27,"AWC Logo Cap",8.99,1
"Kyle, Young","SO66496",2013-03-27,"AWC Logo Cap",8.99,1
"Arthur, Kapoor","SO66440",2013-03-27,"AWC Logo Cap",8.99,1
"Elizabeth, West","SO66491",2013-03-27,"AWC Logo Cap",8.99,1
"Henry, Sanchez","SO66438",2013-03-27,"AWC Logo Cap",8.99,1
"Jon, Sun","SO66522",2013-03-28,"AWC Logo Cap",8.99,1
